"BUS_STOP_N,C,65","BUS_ROOF_N,C,10","LOC_DESC,C,254"
92211,B04,CHIJ KATONG CONVENT (SEC)
92231,B01,BLK 34
92079,B08,BLK 57
92239,B02,BLK 45
84351,B01,BEDOK CTRL PO
84359,B02,OPP BEDOK CTRL PO
67471,B02,LAYAR STN EXIT B
04321,B05,UE SQ
04329,B04,OPP UE SQ
28211,B02,BEF JURONG EAST STN
67769,B01A,BLK 326D
70409,B04,BLK 3032A
70401,B03,BEF UBI RD 4
71331,B01,KAKI BT AUTOHUB
71339,B02,OPP KAKI BT AUTOHUB
96201,B01,SIMEI GREEN CONDO
96209,B02,OPP SIMEI GREEN CONDO
96401,B01,HONEYWELL BLDG
97009,UNK,CHANGI BUSINESS PK TERMINAL
72151,B01,AUTOBAY @ KAKI BT
72161,B01,AFT BARTLEY VIADUCT
72159,B02,OPP AUTOBAY @ KAKI BT
72169,B02,BEF BARTLEY VIADUCT
53349,B05,OPP BLK 407
76031,B10,TAMPINES EAST STN EXIT B
76039,B09,TAMPINES EAST STN EXIT C
76049,B02,OPP BLK 842C
76041,B01,BLK 842C
76511,B01,THE TAMPINES TRILLIANT
76519,B02,BET BLKS 524B/523D
76521,B03,OPP BLK 519A
76529,B04,BLK 519A
17171,B15,CLEMENTI STN
18211,B02,INFINITE STUDIOS
63211,B13,BLK 138
65679,NIL,OPP PUNGGOL COVE PRI SCH
65671,NIL,PUNGGOL COVE PRI SCH
73039,B28,BEF TAMPINES IND DR
73031,B27,AFT TAMPINES IND DR
67999,NIL,BLK 461B
63219,B14,OPP BLK 139
64621,B08,BLK 565
64629,B07,OPP BLK 565
67991,NIL,OPP BLK 461B
63271,B03,BLK 239
74039,B34,BEF JLN SAM KONG SI
73021,B25,LP 223R12
74041,B35,OPP GOLDEN PAGODA TP
74029,B32,AFT TAMPINES IND AVE 4
74049,B02,GOLDEN PAGODA TP
74011,B29,AFT TAMPINES IND AVE 5
74021,B31,BEF TAMPINES IND AVE 4
45451,B02,BLK 293
74019,B30,BEF TAMPINES IND AVE 5
73029,B26,OPP LP 223R10
67161,B12,OPP BLK 101
52069,B07,COMFORTDELGRO CORP LTD
65339,B02,BLK 268C
65331,B01,OPP BLK 268D
84209,B06,Bedok Resvr Stn Exit B
46029,B32,AFT W/LANDS IND PK D ST 2
65359,NIL,OPP PUNGGOL VIEW PR SCH
62069,B01,BEF UPP PAYA LEBAR RD
60019,B02,BENDEMEER STN EXIT B
46021,B33,BEF W'LANDS IND PK D ST 2
07359,B06,OPP ARC 380
60011,B01,BENDEMEER STN EXIT A
65351,NIL,PUNGGOL VIEW PRI SCH
75259,B01,TROPICA CONDO
64211,B07,AFT HOUGANG AVE 7
62061,B02,AFT UPP PAYA LEBAR RD
84201,B05,Bedok Resvr Stn Exit A
07569,B04,AFT WATERLOO ST
43471,B03,BLK 306
43469,B02,BEF BT BATOK WEST AVE 5
43461,B01,AFT BT BATOK WEST AVE 5
43479,B04,OPP BLK 305
58519,B02,OPP BLK 104B
58511,B01,BLK 104C
58529,B04,BLK 108 CP
58521,B03,BLK 106A
58531,B02,BLK 129A
58069,B32,OPP DURBAN RD
58059,B30,OPP BLK 592C
58061,B31,AFT DURBAN RD
58539,B01,BLK 120A
43261,B04,OPP HILLVIEW HTS
16201,B15,BAROSSA GDNS
84101,B05,OPP BLK 49
84109,B06,BLK 50
82061,B21,EUNOS STN / INT
07031,B01,TEKKA CTR
83101,B01,EUNOS STN
71091,B02,BLK 637
44731,NIL,OPP BLK 180
44739,NIL,BLK 180
44859,B08,MAYSPRINGS CONDO
77011,B15,OPP BLK 515
09149,B02,OPP BRITISH COUNCIL
96431,B03,OPP CHANGI NAVAL BASE
96439,B04,CHANGI NAVAL BASE
43829,B04,SYMPHONY HTS
43821,B03,OPP SYMPHONY HTS
43049,B08,OPP HUME PK CONDO
43029,B06,OPP THE HILLSIDE
43021,B09,AFT OLD JURONG RD
72029,B02,OPP BLK 646
84709,B08,OPP BLK 150
72049,B04,OPP BLK 660A CP
72041,B03,BLK 660A CP
72039,B06,KAKI BT STN EXIT A
72031,B05,BEF KAKI BT STN EXIT B
72061,B03,BLK 122
72021,B01,BLK 646
72069,B04,BLK 121
04019,B01,OPP BENCOOLEN STN EXIT B
08069,B07,BENCOOLEN STN EXIT B
76219,B08,BLK 230E
76221,B09,TAMPINES EAST STN EXIT A
75329,B01,POI CHING PR SCH
76229,B10,OPP TAMPINES EAST STN
76211,B07,BLK 449
42011,B35,SIXTH AVE CTR
42019,B20,OPP SIXTH AVE STN
41081,B21A,SIXTH AVE STN
67271,B02,BLK 201 CP
94039,B12,OPP THE SUMMIT
94031,B11,THE SUMMIT
17221,B02,BLK 377
68161,NIL,AFT SELETAR A'SPACE LANE
68169,NIL,BEF SELETAR A'SPACE LANE
50229,B05,OPP BLK 104
50221,NIL,BEF BLK 104
63199,B10,AFT PHILLIPS AVE
46541,B02,MARSILING MALL
08031,B01,DHOBY GHAUT STN EXIT B
19079,B05,DOVER CT INT'L SCH
50089,B01,BLK 51/OPP PEK KIO MKT
50081,B02,PEK KIO MKT
65439,NIL,AFT TPE
65431,NIL,TWIN WATERFALLS
92199,B16,AFT CP C4
93181,B13,OPP CP C4
67071,B22,BEF GERALD DR
40039,B08,OPP NEWTON FC
44561,B04,OPP BLK 295
65341,NIL,OPP BLK 272C
65349,NIL,BLK 272C
28411,B02,BLK 526
62081,B06,OPP BARTLEY CHR CH
62089,B05,BARTLEY CHR CH
70309,B06,OPP PAYA LEBAR ST
70301,B05,AFT PAYA LEBAR ST
59569,B29,KHATIB STN EXIT D
64381,B06,HOUGANG STN EXIT C
54261,B15,AFT ANG MO KIO STN EXIT A
54399,B08,ANG MO KIO STN
58251,B06,SUN PLAZA/SEMBAWANG STN
59159,B01,OPP YISHUN STN EXIT B
44539,B02,LOT 1 / CHOA CHU KANG STN
05013,B08,CHINATOWN STN EXIT C
77039,B12,BEF PASIR RIS STN
77171,B04,AFT PASIR RIS STN EXIT A
43419,B02,AFT BT BATOK STN/BLK 628
47591,B09,BEF ADMIRALTY STN/BLK 680
70059,B03,BLK 7
76231,B11,OPP BLK 390
76239,B12,BLK 390
67419,B05,SENGKANG GENERAL HOSP
67411,B06,OPP SENGKANG GENERAL HOSP
84489,B11,OPP BEDOK IND PK C
84481,B12,AFT BEDOK IND PK C
80211,B05,OPP NATL STADIUM
80219,B06,NATL STADIUM
80111,B01,bef Geylang Rd
80119,B02,aft Geylang Rd
84229,B11,BLK 111
84521,B03,BLK 506
84221,B12,BLK 109
22349,B03,BLK 734A CP
18149,B05,ESSEC BUSINESS SCH
98021,B03,BLK 275
98019,B02,OPP BLK 149A
28281,B19,OPP BLK 227
63059,B26,BLK 22
63051,B25,OPP BLK 370
97091,B03,BEF SELARANG WAY
97071,B13,AFT ST. JOHN'S CRES
76311,B01,BLK 460
76319,B02,OPP BLK 454
76061,B01,BLK 938
67429,NIL,CHENG LIM STN EXIT A
44251,B08,BT PANJANG STN/BLK 604
77031,B11,BLK 528C/PASIR RIS STN
59561,B30,OPP KHATIB STN EXIT D
53099,B18,AFT ANG MO KIO AVE 1
05022,B06,AFT CHINATOWN STN EXIT D
50021,B01,UNITED SQ/BEF NOVENA STN
14141,RWS8,HARBOURFRONT/VIVOCITY
14121,B03,HARBOURFRONT STN EXIT B
05019,B09,AFT PEARL'S HILL TERR
81091,B05,OPP BLK 105
70101,B03,BEF JLN WANGI
07379,B02,APERIA/BEF KALLANG RD
82179,B04,AFTER RAMBUTAN RD
85089,B02,AFT SUNGEI BEDOK
67359,NIL,NAN CHIAU HIGH SCH
02181,NIL,SUPREME CT
02111,B02,ESPLANADE BRIDGE
02011,B01,VICTORIA CONCERT HALL
02029,B04,OPP S'PORE CRICKET CLUB
18079,B05,Opp Nuh
67421,NIL,CHENG LIM STN EXIT B
76281,B02,JUNYUAN PRI SCH
76289,B01,BLK 801
58461,B06,INNOVA PRI SCH
70201,B01,OPP MACPHERSON STN EXIT D
70379,B02,OPP MACPHERSON STN EXIT A
70371,B01,MACPHERSON STN EXIT A
47501,B01,OPP BLK 583
14069,B04,FORMER RAILWAY STN
05649,B01,OPP CUSTOMS PORT BR HQ
75121,B06,OPP DARUL GHUFRAN MQUE
75129,B05,DARUL GHUFRAN MQUE
01619,B02,ESPLANADE STN EXIT F
10049,B03,OPP KG BAHRU TER
10041,B02,BEF KG BAHRU TER
23449,B06A,AFT BENOI PL
46221,B02,OPP CASABLANCA
46229,B01,CASABLANCA
44041,B01,JUNCTION 10
23441,B05A,BEF BENOI PL
43019,B04,SPRINGDALE CONDO
70241,B03,AFT GRACE BAPTIST CH
21169,B18,OPP BLK 216B
21161,B17,BLK 216B
04339,B04,FORT CANNING STN EXIT B
21261,B02,AFT CHIN BEE AVE
95041,B01,CIAS CARGO TERS
42181,B07,OPP THE HILLFORD
48061,B12,BEF MANDAI  AVE
28181,B01,BEF TOH TUCK LK
17161,B13,BLK 455
19051,B10,NEW TOWN SEC SCH
47109,B02,MAXSTEEL ENTERPRISE
24601,B07,PROGRESS GALVANIZING
26201,B13,OPP MSD
65209,NIL,AFT PUNGGOL RD
21351,B06,BEF BOON LAY WAY
25371,B01,AFT TUAS AVE 4
46739,B01,BLK 782
24299,B14,AFT GUL WAY
95039,B02,AIRFREIGHT TER BLDG
50321,B01,AFT GLOUCESTER RD
23499,B02,JOO KOON STN EXIT A
25361,B02,YAN SAN METALS PTE LTD
24509,B62,AFT TUAS FLYOVER
22161,B01,AFT LOK YANG WAY
47199,B05,BEF SENOKO DR
22319,B01,BEF ENTERPRISE RD
22189,B06,PIONEER JUNCTION
48149,B01,MANDAI CREMATORIUM & COLUMBARIUM
23161,B14,AFT KIAN TECK RD
26431,NIL,AFT TUAS STH AVE 9
76069,B02,BLK 147
03129,B01,UIC BLDG
85099,B14,TANAH MERAH STN EXIT A
85091,B13,TANAH MERAH STN EXIT B
43119,B20,BEF HAZEL PK TERR
43071,B17,OPP DAIRY FARM RD
43111,B23,MIN OF DEFENCE
43109,B18,CASHEW STN
43089,B14,AFT ASSUMPTION ENG SCH
43069,B12,HILLVIEW STN EXIT A
43099,B16,ASSUMPTION PATHWAY SCH
43091,B21,BEF CASHEW STN
43081,B19,OPP ASSUMPTION ENG SCH
12061,B11,BLK 109
12069,B12,OPP BLK 109A
12111,B07,BEF CLEMENTI RD
17101,B15,BLK 352
17119,B14,OPP BLK 343
17109,B16,OPP BLK 352
14339,B03,BLK 70A
14331,B04,OPP BLK 70B
43131,B02,BT PANJANG PR SCH
81211,B03,GEYLANG POLYCLINIC
45331,B01,BLK 621
45269,B04,BLK 544
52008,INT,TOA PAYOH BUS INT
52009,INT,TOA PAYOH BUS INT
62259,NIL,SBST HOUGANG BUS DEPOT
65009,NIL,PUNGGOL BUS INTERCHANGE
68091,B08,AFT BAKER ST
68099,B07,BEF BAKER ST
84008,NIL,BEDOK BUS INT
84009,NIL,BEDOK BUS INT
96381,B02A,CHANGI CITY POINT
96301,B01,EXPO STATION EXIT B
96309,B02,EXPO STATION EXIT E
46461,B06,OPP BLK 757A CP
68021,B05,OPP BLK 448A
68029,B06,BLK 448A
52361,B09,BLK 1
52051,B10,BLK 147
52059,B09,BLK 219
75179,B11,BLK 871C
75171,B12,UWCSEA
23011,B20,CARRIER TRANSICOLD P/L
02051,B03,THE FLOAT@MARINA BAY
04239,B01,OPP CLARKE QUAY STN
04222,B02,CLARKE QUAY STN EXIT E
56199,B53,AFT THOMSON HILLS DR
58029,B24,THE NAUTICAL
58021,B23,OPP THE NAUTICAL
95061,B05,AIRLINE HSE
95069,B06,OPP AIRLINE HSE
23471,B07,AFT BENOI RD
21561,B01,BLK 158
65579,NIL,BLK 258A
65571,NIL,BLK 218
44779,B05,OPP FAJAR STN
44771,NIL,FAJAR STN
44831,NIL,BLK 519
44839,NIL,WEST SPRING PRI SCH
44729,NIL,JELAPANG STN
44929,NIL,GREENRIDGE SEC SCH
44921,NIL,OPP GREENRIDGE SEC SCH
44919,NIL,OPP BLK 451
44911,NIL,BLK  450
70061,UNK,BEF BIDADARI PK DR
70069,UNK,AFT BIDADARI PK DR
67559,B02,OPP BLK 471A
67551,B01,BLK 471A
75391,B03,OPP SILTRONIC
65449,B04,BLK 315B
65441,B03,OPP BLK 315B
41169,B01,BEF KHEAM HOCK RD
44551,B03,OPP BLK 486
55109,B35,SERENITY PK
55101,B36,OPP SERENITY PK
24401,B03,OPP HOE HUAT ENGRG
07361,B03,BEF KALLANG BAHRU
22171,B03,OPP SECURA S'PORE
09048,B14,ORCHARD STN / LUCKY PLAZA
23281,B10,AFT PIONEER RD
23231,B11,KEPPEL LOGISTICS
57041,B05,NEE SOON HQ 22 SIB
40279,B04,KK WOMEN & CHILD HOSP
23349,B08,BEF PIONEER RD
42119,B02,SOUTHAVEN II
42159,B02,OPP BEAUTY WORLD STN
47101,B01,BEF SENOKO AVE
21269,B01,BEF CHIN BEE AVE
95099,B01,OPP SAF FERRY TER
11419,B01,HOLLAND V STN EXIT A
50279,NIL,FARRER PK STN EXIT D
22029,B15,OPP GIVAUDAN
09047,B16,ORCHARD STN / TANGS PLAZA
25341,B05,ROCKWOOL
47029,B25,OPP KHALSA CRES CTR
23359,B06,OPP GUL AVE
23491,B01,JOO KOON STN EXIT B
47019,B02,AFT WOODLANDS WATERFRONT PK
20051,B22,CYCLE & CARRIAGE
24219,B12,PRECISION PRODUCTS
21541,B02,JURONG FUTSAL CTR
19011,B03,BLK 19A CP
19019,B04,BLK 27
54071,B09,BLK 310C
64019,B30,BLK 302
01029,B07,OPP NATL LIB
21049,B02,BEF JLN TERUSAN
21041,B01,AFT JLN TERUSAN
47671,B01,OPP ADMIRALTY SEC SCH
04249,B01,OPP THE TREASURY
18049,B01,OPP SCIENCE PK
52151,B08,BLK 131
05431,NIL,TOWER 15
58549,NIL,CANBERRA STN
58541,NIL,OPP CANBERRA STN
59671,B07A,BEF YISHUN STN
45581,NIL,BLK 325
45589,NIL,OPP BLK 325
26051,B10,BLASTING ABRASIVES
26041,B08,HIAP SENG ENGRG LTD
26039,B06,ASIA POLYURETHANE
40379,B10,BLK 467 CP
40371,B09,OPP BLK 465A
41031,B23,BEF CROWN CTR
42099,B02A,BEAUTY WORLD STN EXIT A
43359,UNK,BLK 169
43369,UNK,BLK 183
43899,B02,BEF BAIRY FARM CRES
43891,B01,AFT DAIRY FARM CRES
43969,UNK,BEF DAIRY FARM HTS
24239,B08,BEF GUL ST 1
50261,B03,KENTISH LODGE
46861,B03,OPP BLK 624B
43599,B06,BT VIEW SEC SCH
62149,B16,FOREST WOODS
46199,B01,BLK 120
27421,B01,BLK 701
58139,B10,BEF ASSYAFAAH MQUE
91041,B11,ETONHOUSE PRE-SCH
64131,B11,BEF KPE
78141,B03,GREENVIEW SEC SCH
24639,B02,AFT BENOI RD
46561,B04,OPP BLK 178
05239,NIL,BEF PINNACLE /@ DUXTON
67579,NIL,BEF JALAN KAYU
64159,B16,BEF GREENWICH DR
58011,B21,OPP SEMBAWANG SHOP CTR
55339,B02,AFT FLORISSA PK
64349,B10,BLK 502
62131,B13,S'GOON STN EXIT H
76269,B03,OPP BLK 489A
21599,B08,BLK 117
13051,B16,OPP VALLEY PT
59429,B01,BLK 846
84081,B08,OPP BLK 40
31009,B41,CHOA CHU KANG RD END
23431,B11,SEMCO
25431,B05,SUPER CONTINENTAL
23481,B18,MOLEX
43429,B07,BLK 240
43421,B08,BLK 503
78169,B01,OPP BLK 216
44469,B07,BLK 414
60191,B04,BLK 7
71041,B11,OPP AIR FORCE MUSEUM
24341,B06,OPP KEPPEL SHIPYARD
78159,B03,OPP BLK 230
14029,B09,BLK 105
21651,B09,OPP CHINESE GDN
20239,B06,AFT HASANAH MQUE
53199,B08,BLK 22A CP
46019,B07,AFT W'LANDS CTR RD
11031,B03,OPP QUEEN'S CL
46421,B01,EVERGREEN SEC SCH
59451,B04,BET BLKS 349/350
13039,B07,BEF CHATSWORTH RD
44019,B22,THE LINEAR
82181,B05,FLORA EAST
23271,B03,AFT BENOI SECTOR
55051,B42,OPP ST ELECTRONICS
12089,B08,OPP MAJU CAMP
46621,B06,BLK 335
93179,B20,CP D3
83181,B06,AFT BETHESDA FRANKEL CH
52359,B08,BLK 52
27209,NIL,HALL 8
52131,B12,BLK 163
54591,B06,OPP BLK 5060
28359,B18,BLK 350
63079,B15,BLK 248
18279,NIL,OPP BLK 85
78271,NIL,CASA PASIR RIS
67259,B02,COMPASSVALE STN EXIT B
64401,B37,OPP BLK 477A
96291,B03,BLK 223
26109,B01,BEF TUAS AVE 11
68061,B01,SING CHINA BLDG
67101,B07,BLK 250A
58381,B03,BLK 469B
58219,B01,OPP SEMBAWANG STN
54191,B03,BLK 170
67349,B04,BLK 204 CP
49081,B04,AFT KRANJI CRES
94079,B22,BEDOK CAMP 2
74031,B33,AFT JLN SAM KONG SI
21429,B04,BLK 185
30021,B22,OPP KEAT HONG CAMP
96079,B04A,ITE COLL EAST TEC BLK
61061,B02,BLK 148
67361,B01,BLK 313B
82033,B19,BLK 414
58161,B06,BEF SEMBAWANG SHIPYARD G 3
15199,B08,OPP CURRENCY HSE
80181,B03,KALLANG SQUASH CTR
70109,B04,GULAB BLDG
31021,B08,JLN BAHAR POWER STN
55081,B38,OPP SUNRISE GDNS
77189,B02A,BLK 613
68151,B13,BEF SHELL AVIATION
54049,B06,COURTS ANG MO KIO
77069,B02,OPP RIS GRANDEUR
57141,B02,BEF UPP THOMSON RD
18331,B01A,KENT RIDGE STN EXIT A / NUH
44621,B07,OPP CONCORD PR SCH
54659,B07,TECHPLACE 2
04311,B03,AFT RIVER VALLEY RD
18261,B07,OPP DSO NATL LABORATORIES
46789,B02,OPP ADMIRALTY PR SCH
24661,B17,WP IN SVC 254
23489,B17,OPP MOLEX
45361,B02,OPP BLK 765
13063,B14A,RV SUITES
10409,B04,BLK 50
59259,B16,DARUL MAKMUR MQUE
84439,B09,OPP BLK 3014
22569,B31,OPP BLK 660
23409,B06,MOBIL MARINE TER
92109,B20,OPP KATONG SHOP CTR
96229,B08,S'PORE EXPO
65091,B19,BLK 301A
17369,B16,AFT WEST COAST LK
13081,B10,ST. THOMAS WK
76559,B02,Aft Tampines Stn Exit E
67729,NIL,BEF PUNGGOL RD
68019,B08,AFT JLN KAYU
97031,B03,AFT JLN BENA
67711,NIL,BEF SENGKANG FIRE STN
22511,B04,BLK 658C
98301,B01,AVILA GDNS
95181,NIL,MENLO WORLDWIDE
76541,NIL,CITYLIFE@TAMPINES
67731,NIL,BEF SENGKANG EAST DR
62261,NIL,OPP SERANGOON SEC SCH
98309,B02,CARISSA PK
67499,B05,FERNVALE PRI SCH
81179,B02,BLK 22
96329,B01,DHL
97301,B01,AGILITY
96341,B06,AFT SUNNY METAL & ENGRG
28361,B19,JURONG LAKE
80199,B02,S'PORE INDOOR STADIUM
96319,NIL,YUSEN LOGISTICS
97321,B01,AFT COMPASS GREEN
92139,B06,OPP KATONG OMEGA APT
95189,NIL,EXPEDITORS
97331,B05,BEF CHANGI PRISON CPLX
67581,NIL,BLK 319A
68129,B05,AFT  WEST CAMP ROAD
27301,B11,BLK 978
10301,B03,OPP BLK 108
23379,B02,OPP JOO KOON INT
27539,NIL,BEF XINGNAN PRI SCH
27501,NIL,NTUC HEALTH NURSING HOME
27529,NIL,OPP BLK 987A
27509,NIL,BEF YUNNAN CRES
23371,B01,BEF JOO KOON INT
59651,B06,Blk 348B
60241,NIL,BLK 1
62251,NIL,BEF BLK 471B
75149,B09,BLK 867A
77289,B22,BLK 738
45381,NIL,BLK 673A
24499,B03,PANASONIC IND DEVICES
27521,NIL,BLK 986 CP
44701,NIL,BLK 548B
65401,NIL,OPP BLK 264A
45431,NIL,BLK 661
43149,NIL,BLK 291A
18289,B10,OPP THE RUTHERFORD
27061,NIL,OPP BLK 41
44709,NIL,BLK 547C
67721,NIL,AFT PUNGGOL RD
46691,B08,OPP 888 PLAZA
43189,B07,BLK 283
17111,B13,BLK 343
65071,B15,OPP BLK 103A
53011,B01,ST. THERESA'S HOME
77349,B01,BLK 569
13201,B02,BRITISH HIGH COMMISSION
54289,B12,BLK 452
04151,B01,CATH OF THE GOOD SHEPHERD
27251,B15,YUNNAN GDN
54651,B08,OPP TECHPLACE 2
27461,B04,OPP BLK 276B
21251,B01,SIME DARBY
84289,B17,OPP BLK 180
20171,B23,OPP BLK 47
46971,B11,WOODGROVE PR SCH
50351,B03,FARRER PK TENNIS CTR
45191,B28,OPP MANDAI POLICE TRG CAMP
64329,B07,RIO VISTA
56249,B04,OPP ST NICHOLAS GIRLS'
62171,B01,BLK 409
43361,B04,BLK 154A
22489,nil,BLK 683A
10479,B02,AFT TANGLIN RD
93061,B13,BEF SIGLAP RD
76551,B01,Tampines Stn Exit D
96421,B01,OPP CHANGI LODGE 2
96429,B02,CHANGI LODGE 2
71221,B01,MEIBAN IND BLDG
71119,B04,OPP BLK 343
67661,NIL,OPP BLK 178A
71229,B02,OPP MEIBAN IND BLDG
71219,B08,UBI TECHPARK
11209,B04,OPP PEIRCE RD
71211,B07,UBI 55
71201,B05,PAYA UBI IND PK
44531,B01,OPP CHOA CHU KANG STN
71209,B06,OPP PAYA UBI IND PK
10151,B05,CTRL GREEN CONDO
71109,B02,MAHA BODHI SCH
78111,B09,BLK 479
96179,B02,MONDENA CONDO/OPP BLK 228
83219,B01,BEF FRANKEL AVE
28099,B24,OPP LAKESIDE STN
24391,B01,CHEM-SOLV TECHNOLOGIES
12169,B01,PANDAN VALLEY
27181,NIL,PUB SUB-STN
59209,B06,BLK 272
23021,B22,AFT BENOI SECTOR
46011,B08,BEF W'LANDS CTR RD
84569,B05,OPP BLK 53
99021,B17,BEF CRANWELL RD
48051,B14,MANDAI AGROTECH PK
45369,B01,BLK 765
23279,B04,BEF BENOI SECTOR
81139,B09,GRANDLINK SQ
49101,B05,OPP ORDINANCE SUPPLY BASE
76109,B07,BLK 302
20231,B05,BEF HASANAH MQUE
18191,B04,BEF WHITCHURCH RD
83371,B01,AFT JLN PARAS
52081,B04,AFT BLK 195
66521,B04,BAN TECK HAN BLDG
93099,B06,SIGLAP STH CC
95079,B05,OPP CHANGI BEACH CP 4
27279,B01,BLK 953
77271,B04,AFT PASIR RIS ST 72
60051,B02,OPP KALLANG PL
94041,B13,AFT PARBURY AVE
49131,B08,TAN CHIANG BROS MARBLE
43279,B01,AFT HILLVIEW STN
17151,B11,BLK 410
67651,B04,BEF SENGKANG WEST RD
70039,B12,ALJUNIED PK
75249,B03,TEMASEK POLY WEST G
71031,B07,OPP GORDON WAREHSE BLDG
01341,B01,SOUTHBANK
10279,B06,TANGLIN VIEW
28499,B10,JURONG POLYCLINIC
60251,NIL,BLK 15
64101,B15,OPP GRACEHAVEN S ARMY
22541,B36,BLK 655
46571,B06,OPP BLK 154
93081,B03,OPP CHIANG CT
22351,B06,OPP BLK 717
64061,B35,OPP S'GOON SEC SCH
83249,B08,FLAMINGO VALLEY
45401,B07,BLK 681
59229,B04,YISHUN IND PK A
22519,B03,BLK 608
58259,B05,OPP SUN PLAZA
60021,B03,CHUBB S'PORE
66541,B01,BLK 980C
83111,B03,BLK 17
16221,B03,OPP HAW PAR VILLA STN
43571,B03,OPP BT GOMBAK STN
60221,B01,BLK 73/GEYLANG BAHRU STN
01329,B15,BLK 8
46879,B06,OPP BLK 644
64249,B01,BLK 327
59239,B15,BLK 291
42131,B02,AFT LANTANA AVE
10221,B03,GANGES CTR
54619,B12,OPP BLK 220
82159,B02,AFT TEMBELING RD
64571,B03,BLK 438
76171,B04,BLK 266
66549,B02,OPP BLK 980C
78081,B04,BLK 467
11049,B06,OPP BLESSED SACRAMENT CH
83311,B04,AFT LOR NANGKA
25419,B02,AFT TUAS TER
11109,B08,SPANISH VILLAGE
44471,B01,BLK 234
07419,B04,OPP VEERASAMY RD
43441,B04,OPP BLK 258
96289,B06,CHANGI GENERAL HOSP
70161,B03,OPP MATTAR STN EXIT A
70231,B01,OPP MATTAR STN EXIT B
28089,B14,BEF YUHUA CC
44899,B02,OPP APSN
44891,B01,APSN
44879,B01,OPP BLK 810 CP
44871,B01,BLK 810 CP
44889,B01,OPP BLK 816A
95159,B06,NEAR SATS FLIGHT KITCHEN
96251,B05,BEF CHANGI GENERAL HOSP
96259,B06,AFT CHANGI GENERAL HOSP
96281,B05,OPP CHANGI GENERAL HOSP
66331,B03,BLK 554
22021,B16,GIVAUDAN
75059,B09,bef Tampines West Stn
76129,B03,St. Hilda's Sec Sch
76121,B04,opp St. Hilda's Sec Sch
75051,B10,Tampines West Stn Exit B
42189,B08,THE HILLFORD
24421,B07,BEF PIONEER SECTOR 1
84451,B01,BEDOK NTH STN EXIT A
26049,B07,DAMEN SHIPYARD
71131,B08,AUTOMOBILE MEGAMART
46481,B02,AFT W'LANDS IND PK E6
20059,B21,OPP CYCLE & CARRIAGE
72071,B05,BLK 133
20249,B01,BLK 54
14191,B01,BLK 105 CP
75541,NIL,OPP BLK 648A
66411,B06,BLK 326
20241,B02,OPP BLK 54
15071,B12,OPP LOR SARHAD
67589,NIL,BLK 314D
21751,B03,JURONG SEC SCH
17291,B09,WEST COAST PK
08079,B01,SCH OF THE ARTS
59809,NIL,OPP BLK 382C
48071,B10,MANDAI CREMATORIUM
67611,B03,BLK 204C
75569,NIL,BLK 636C
70361,B01,BEF GENTING LK
56091,B35,BEF SPRINGLEAF RD
64519,B03,BLK 943
54581,B09,BLK 574
84199,NIL,OPP BLK 220 CP
75571,NIL,BLK 637B
75579,NIL,BLK 630B
84141,B06A,OPP LION HOME FOR ELDERS
75559,NIL,BLK 646B
97311,B03,ZUELLIG PHARMA
67491,B06,OPP FERNVALE PRI SCH
66079,B03,PUB RECREATION CLUB
92131,B05,KATONG OMEGA APT
75551,NIL,BLK 641A
11009,B04-TMNL,GHIM MOH TER
54051,B07,BEF ANG MO KIO AVE 5
99109,B03,OPP GOVT CHALETS
52141,B10,PHILIPS S'PORE
63069,B28,BLK 25
11319,B11,OPP HSE NO. 516
09141,B01,BRITISH COUNCIL
20179,B24,AFT TEBAN GDNS RD
57019,B38,SPRINGLEAF NATURE PK
84319,B05,BLK 428
43539,B03,OPP BLK 140
98011,B01,BLK 149A
71059,B03,BEF KIM CHUAN RD
93121,B01,OPP SEKOLAH INDONESIA
82171,NIL,BEF MANGIS RD
73049,B14,AIR FORCE SCH
99189,B02,S'PORE AVIATION AC
40179,B04,ENV BLDG
95011,B03,BEF CHANGI AIRPORT PTB3
59261,B05,BLK 174
54221,B21,OPP ANG MO KIO PRI SCH
52369,B10,BLK 237
92119,B02,ROXY SQ
32059,B28,OPP TRACK 11
50249,B01,S'PORE KHALSA ASSN
45439,B01,OPP BLK 661
46111,B07,BLK 23
46629,B05,THE WOODGROVE
56049,B26,MEADOWS /@ PEIRCE
16031,B21,OPP S'PORE SCIENCE PK II
11441,B01,BLK 58
44199,B02,BLK 171
66111,B03,OPP GRACE WK
76421,B03,OPP BLK 331
97041,B05,BALLOTA PK CONDO
85051,B07,AFT JLN CHEMPAKA KUNING
61011,B03,BLK 103
65089,B18,OPP BLK 296
64201,B05,AFT HOUGANG AVE 3
32031,B31,OPP AMA KENG RD
64481,B04,BET BLKS 930/931
83301,B02,AFT EAST COAST RD
11069,B10,QUEENSWAY SEC SCH
55289,B10,LP 94
23181,B10,AFT KIAN TECK RD
71029,B06,COMFORT TEST CTR
43801,B01,REN CI /@ BT BATOK ST 52
23099,B01,BEF FIRST LOK YANG RD
71129,B05A,UBI STN EXIT A
24511,B01,GUL CIRCLE STN EXIT A
48141,B02,OPP MANDAI CREMATORIUM & COLUMBARIUM
22191,B01A,SBST SOON LEE DEPOT
42051,B43,KING ALBERT PK STN
25329,B02,MAPLETREE LOGISTICS
